Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI,H_PopTot,H_Cases,H_AAIR,H_LCI,H_UCI,API_PopTot,API_Cases,API_AAIR,API_LCI,API_UCI,AIAN_PopTot,AIAN_Cases,AIAN_AAIR,AIAN_LCI,AIAN_UCI
A9013,Both,CRC,10yrs,579080,2916,50.359,47.841,52.877,410189,1983,48.343,45.926,50.76,112954,582,51.56,48.982,54.138,40491,227,55.963,53.165,58.762,12281,59,47.903,45.508,50.298,3165,,,,
A9017,Both,CRC,10yrs,629599,2515,39.951,37.954,41.949,275072,1115,40.552,38.524,42.58,337339,1700,50.385,47.865,52.904,11479,58,50.195,47.685,52.704,3058,,,,,2650,,,,
A9020,Both,CRC,10yrs,658806,3374,51.217,48.656,53.777,163699,717,43.797,41.607,45.987,472971,2806,59.319,56.353,62.285,13549,57,42.264,40.15,44.377,6262,25,39.376,37.407,41.345,2325,,,,
A9034,Both,CRC,10yrs,620709,3127,50.371,47.852,52.889,366425,1736,47.363,44.995,49.732,229364,847,36.931,35.084,38.777,14709,78,52.975,50.326,55.624,7152,42,59.055,56.102,62.007,3059,,,,
A9038,Both,CRC,10yrs,607227,3731,61.44,58.368,64.512,419643,2300,54.815,52.074,57.556,144412,745,51.597,49.017,54.177,29477,168,56.918,54.072,59.764,10801,56,51.655,49.072,54.237,2894,16,56.604,53.774,59.435
Statewide,Female,CRC,10yrs,23144310,74858,32.344,30.727,33.961,14033249,72858,51.918,49.322,54.514,7675012,40963,53.372,50.703,56.04,885591,4180,47.196,44.836,49.556,396201,2082,52.543,49.916,55.171,154257,559,36.219,34.408,38.03
A9010,Female,CRC,10yrs,331586,1758,53.012,50.361,55.662,219491,1152,52.505,49.88,55.13,92529,373,40.275,38.261,42.288,10433,42,40.076,38.072,42.08,7463,27,36.06,34.257,37.863,1671,,,,
A9013,Female,CRC,10yrs,290418,988,34.037,32.335,35.738,205185,1001,48.778,46.34,51.217,58462,312,53.395,50.725,56.065,17937,84,46.639,44.307,48.971,7087,31,43.299,41.134,45.463,1747,,,,
A9017,Female,CRC,10yrs,324159,1296,39.984,37.984,41.983,137444,478,34.77,33.032,36.509,178143,937,52.593,49.963,55.223,5445,22,40.376,38.357,42.394,1797,,,,,1331,,,,
A9020,Female,CRC,10yrs,357225,1164,32.577,30.948,34.206,85151,390,45.799,43.509,48.088,261232,1038,39.746,37.759,41.734,6338,30,47.889,45.495,50.284,3193,,,,,1310,,,,
A9034,Female,CRC,10yrs,321590,1131,35.16,33.402,36.918,187481,744,39.698,37.713,41.683,121828,385,31.635,30.053,33.217,7004,23,33.123,31.466,34.779,3785,,,,,1492,,,,
A9038,Female,CRC,10yrs,311939,1551,49.736,47.249,52.223,212625,812,38.184,36.275,40.093,78027,331,42.473,40.35,44.597,13440,43,31.675,30.091,33.258,6371,20,31.844,30.252,33.436,1476,,,,
Statewide,Male,CRC,10yrs,22132383,152642,68.968,65.519,72.416,13591875,53776,39.565,37.586,41.543,6949759,51059,73.469,69.795,77.142,1055567,4841,45.861,43.568,48.154,385415,1871,48.553,46.125,50.981,149767,635,42.378,40.259,44.497
A9010,Male,CRC,10yrs,298401,1248,41.823,39.732,43.914,196992,1220,61.953,58.855,65.051,80459,400,49.749,47.261,52.236,12252,89,72.241,68.629,75.853,7409,39,53.254,50.591,55.916,1289,,,,
A9013,Male,CRC,10yrs,288663,2084,72.21,68.6,75.821,205005,1381,67.372,64.003,70.74,54492,203,37.268,35.405,39.132,22554,120,53.313,50.647,55.979,5194,38,73.594,69.914,77.273,1418,,,,
A9017,Male,CRC,10yrs,305440,2099,68.733,65.296,72.169,137628,621,45.102,42.847,47.357,159196,1000,62.829,59.687,65.97,6035,29,47.399,45.029,49.769,1262,,,,,1320,,,,
A9020,Male,CRC,10yrs,301581,1313,43.547,41.37,45.725,78547,515,65.608,62.328,68.889,211739,1297,61.243,58.181,64.305,7211,52,71.942,68.344,75.539,3069,18,57.793,54.903,60.683,1015,,,,
A9034,Male,CRC,10yrs,299120,1607,53.738,51.051,56.425,178944,1342,75.006,71.256,78.756,107536,788,73.27,69.607,76.934,7705,40,51.557,48.979,54.135,3367,18,54.14,51.433,56.847,1567,,,,
A9038,Male,CRC,10yrs,295287,1779,60.261,57.248,63.274,207017,883,42.653,40.52,44.786,66385,482,72.564,68.936,76.192,16037,104,65.056,61.803,68.309,4430,17,37.745,35.858,39.632,1418,,,,
Statewide,Both,Kidney,10yrs,45276693,88951,19.646,18.664,20.628,27625124,71214,25.779,24.49,27.068,14624771,29610,20.247,19.234,21.259,1941158,4564,23.51,22.334,24.685,781616,1191,15.235,14.473,15.996,304024,795,26.149,24.842,27.457
A9010,Both,Kidney,10yrs,629987,1258,19.967,18.969,20.966,416483,793,19.043,18.09,19.995,172988,444,25.66,24.377,26.943,22685,58,25.521,24.245,26.797,14872,34,22.981,21.832,24.13,2959,,,,
A9013,Both,Kidney,10yrs,579080,1042,17.998,17.098,18.898,410189,947,23.093,21.938,24.247,112954,248,21.914,20.818,23.009,40491,92,22.677,21.543,23.811,12281,31,25.485,24.211,26.759,3165,,,,
A9017,Both,Kidney,10yrs,629599,1214,19.277,18.313,20.241,275072,617,22.426,21.305,23.548,337339,655,19.43,18.458,20.401,11479,18,16.107,15.301,16.912,3058,,,,,2650,,,,
A9020,Both,Kidney,10yrs,658806,1150,17.459,16.586,18.331,163699,303,18.489,17.565,19.414,472971,962,20.343,19.326,21.36,13549,23,16.891,16.046,17.735,6262,,,,,2325,,,,
A9034,Both,Kidney,10yrs,620709,1265,20.381,19.362,21.4,366425,562,15.351,14.583,16.118,229364,539,23.499,22.324,24.674,14709,34,22.864,21.721,24.008,7152,,,,,3059,,,,
A9038,Both,Kidney,10yrs,607227,1427,23.498,22.323,24.673,419643,786,18.735,17.799,19.672,144412,291,20.119,19.113,21.125,29477,59,20.072,19.069,21.076,10801,27,24.933,23.686,26.18,2894,,,,
Statewide,Female,Kidney,10yrs,23144310,29594,12.787,12.147,13.426,14033249,22967,16.366,15.548,17.184,7675012,16008,20.858,19.815,21.901,885591,1079,12.188,11.579,12.797,396201,596,15.049,14.297,15.802,154257,190,12.299,11.684,12.914
A9010,Female,Kidney,10yrs,331586,615,18.557,17.629,19.484,219491,371,16.919,16.073,17.765,92529,111,11.995,11.395,12.595,10433,17,15.959,15.161,16.757,7463,,,,,1671,,,,
A9013,Female,Kidney,10yrs,290418,643,22.125,21.018,23.231,205185,271,13.217,12.556,13.878,58462,123,20.974,19.925,22.023,17937,38,21.306,20.241,22.371,7087,,,,,1747,,,,
A9017,Female,Kidney,10yrs,324159,396,12.207,11.597,12.818,137444,250,18.161,17.253,19.069,178143,361,20.253,19.24,21.266,5445,,,,,1797,,,,,1331,,,,
A9020,Female,Kidney,10yrs,357225,419,11.74,11.153,12.327,85151,170,19.91,18.914,20.905,261232,284,10.87,10.326,11.413,6338,,,,,3193,,,,,1310,,,,
A9034,Female,Kidney,10yrs,321590,437,13.604,12.924,14.284,187481,393,20.972,19.923,22.021,121828,216,17.759,16.871,18.647,7004,,,,,3785,,,,,1492,,,,
A9038,Female,Kidney,10yrs,311939,514,16.473,15.649,17.296,212625,417,19.61,18.63,20.591,78027,77,9.858,9.365,10.351,13440,28,20.712,19.677,21.748,6371,,,,,1476,,,,
Statewide,Male,Kidney,10yrs,22132383,41333,18.675,17.741,19.609,13591875,47000,34.58,32.851,36.309,6949759,15479,22.273,21.16,23.387,1055567,2172,20.58,19.551,21.609,385415,1370,35.541,33.764,37.318,149767,326,21.79,20.701,22.88
A9010,Male,Kidney,10yrs,298401,823,27.577,26.198,28.955,196992,521,26.455,25.132,27.778,80459,190,23.673,22.489,24.857,12252,39,31.657,30.074,33.24,7409,25,33.366,31.697,35.034,1289,,,,
A9013,Male,Kidney,10yrs,288663,1009,34.942,33.195,36.689,205005,678,33.068,31.414,34.721,54492,128,23.43,22.259,24.602,22554,48,21.202,20.142,22.262,5194,17,33.46,31.787,35.133,1418,,,,
A9017,Male,Kidney,10yrs,305440,703,23.026,21.875,24.177,137628,242,17.571,16.692,18.449,159196,540,33.896,32.201,35.591,6035,20,33.544,31.867,35.222,1262,,,,,1320,,,,
A9020,Male,Kidney,10yrs,301581,658,21.816,20.725,22.907,78547,170,21.65,20.568,22.733,211739,586,27.664,26.281,29.047,7211,,,,,3069,,,,,1015,,,,
A9034,Male,Kidney,10yrs,299120,1054,35.237,33.475,36.999,178944,476,26.603,25.273,27.933,107536,353,32.824,31.183,34.465,7705,27,35.04,33.288,36.792,3367,,,,,1567,,,,
A9038,Male,Kidney,10yrs,295287,824,27.903,26.508,29.298,207017,424,20.473,19.45,21.497,66385,215,32.448,30.825,34.07,16037,33,20.539,19.512,21.566,4430,,,,,1418,,,,
Statewide,Both,NHL,10yrs,45276693,100161,22.122,21.016,23.228,27625124,50366,18.232,17.32,19.143,14624771,35559,24.314,23.099,25.53,1941158,4716,24.294,23.08,25.509,781616,1549,19.824,18.833,20.815,304024,750,24.661,23.428,25.894
A9010,Both,NHL,10yrs,629987,911,14.459,13.736,15.182,416483,627,15.06,14.307,15.813,172988,362,20.942,19.895,21.989,22685,43,18.92,17.974,19.866,14872,30,20.278,19.264,21.292,2959,,,,
A9013,Both,NHL,10yrs,579080,968,16.723,15.887,17.559,410189,626,15.264,14.501,16.028,112954,255,22.602,21.472,23.732,40491,63,15.664,14.88,16.447,12281,22,18.296,17.381,19.21,3165,,,,
A9017,Both,NHL,10yrs,629599,1031,16.375,15.556,17.193,275072,561,20.381,19.362,21.4,337339,743,22.028,20.927,23.129,11479,20,17.55,16.672,18.427,3058,,,,,2650,,,,
A9020,Both,NHL,10yrs,658806,1217,18.474,17.55,19.397,163699,339,20.7,19.665,21.735,472971,877,18.535,17.608,19.462,13549,29,21.294,20.229,22.359,6262,,,,,2325,,,,
A9034,Both,NHL,10yrs,620709,1396,22.494,21.369,23.618,366425,569,15.531,14.755,16.308,229364,497,21.686,20.602,22.771,14709,24,16.007,15.207,16.807,7152,,,,,3059,,,,
A9038,Both,NHL,10yrs,607227,944,15.545,14.768,16.322,419643,998,23.778,22.589,24.967,144412,230,15.933,15.136,16.73,29477,41,14.039,13.337,14.74,10801,17,15.38,14.611,16.149,2894,,,,
Statewide,Female,NHL,10yrs,23144310,38667,16.707,15.871,17.542,14033249,16979,12.099,11.494,12.704,7675012,16152,21.045,19.992,22.097,885591,1139,12.865,12.222,13.509,396201,877,22.131,21.024,23.237,154257,305,19.747,18.76,20.734
A9010,Female,NHL,10yrs,331586,667,20.105,19.099,21.11,219491,455,20.726,19.69,21.762,92529,85,9.226,8.764,9.687,10433,,,,,7463,,,,,1671,,,,
A9013,Female,NHL,10yrs,290418,477,16.43,15.609,17.252,205185,395,19.235,18.273,20.196,58462,104,17.736,16.85,18.623,17937,30,16.45,15.628,17.273,7087,16,23.275,22.111,24.439,1747,,,,
A9017,Female,NHL,10yrs,324159,607,18.733,17.796,19.669,137444,231,16.804,15.964,17.644,178143,185,10.384,9.865,10.903,5445,,,,,1797,,,,,1331,,,,
A9020,Female,NHL,10yrs,357225,570,15.956,15.158,16.754,85151,108,12.66,12.027,13.293,261232,559,21.396,20.326,22.466,6338,,,,,3193,,,,,1310,,,,
A9034,Female,NHL,10yrs,321590,441,13.703,13.018,14.388,187481,204,10.873,10.33,11.417,121828,252,20.644,19.612,21.677,7004,,,,,3785,,,,,1492,,,,
A9038,Female,NHL,10yrs,311939,419,13.42,12.749,14.091,212625,475,22.334,21.217,23.45,78027,157,20.058,19.055,21.061,13440,26,19.26,18.297,20.223,6371,,,,,1476,,,,
Statewide,Male,NHL,10yrs,22132383,43470,19.641,18.659,20.623,13591875,44509,32.747,31.109,34.384,6949759,13806,19.865,18.872,20.858,1055567,2922,27.686,26.301,29.07,385415,836,21.683,20.599,22.767,149767,378,25.223,23.962,26.484
A9010,Male,NHL,10yrs,298401,708,23.739,22.552,24.926,196992,393,19.932,18.936,20.929,80459,193,23.958,22.76,25.156,12252,32,26.261,24.948,27.575,7409,,,,,1289,,,,
A9013,Male,NHL,10yrs,288663,506,17.523,16.647,18.399,205005,460,22.445,21.323,23.568,54492,149,27.341,25.974,28.708,22554,51,22.524,21.397,23.65,5194,16,30.928,29.382,32.475,1418,,,,
A9017,Male,NHL,10yrs,305440,873,28.57,27.141,29.998,137628,388,28.226,26.815,29.637,159196,394,24.754,23.517,25.992,6035,19,31.589,30.009,33.168,1262,,,,,1320,,,,
A9020,Male,NHL,10yrs,301581,632,20.962,19.914,22.01,78547,225,28.677,27.243,30.111,211739,514,24.258,23.045,25.471,7211,21,28.459,27.036,29.882,3069,,,,,1015,,,,
A9034,Male,NHL,10yrs,299120,675,22.569,21.441,23.698,178944,379,21.182,20.123,22.242,107536,204,18.959,18.011,19.907,7705,19,24.944,23.697,26.191,3367,,,,,1567,,,,
A9038,Male,NHL,10yrs,295287,601,20.354,19.336,21.371,207017,684,33.06,31.407,34.713,66385,133,20.065,19.062,21.069,16037,53,32.76,31.122,34.398,4430,,,,,1418,,,,
Statewide,Both,Urinary,10yrs,45276693,90033,19.885,18.891,20.879,27625124,52876,19.141,18.184,20.098,14624771,20162,13.786,13.097,14.475,1941158,3880,19.988,18.988,20.987,781616,1976,25.281,24.017,26.545,304024,591,19.445,18.473,20.417
A9010,Both,Urinary,10yrs,629987,1094,17.367,16.499,18.236,416483,1081,25.957,24.659,27.255,172988,456,26.355,25.037,27.673,22685,50,22.058,20.955,23.161,14872,39,26.347,25.03,27.664,2959,,,,
A9013,Both,Urinary,10yrs,579080,1440,24.87,23.627,26.114,410189,742,18.089,17.185,18.994,112954,195,17.247,16.384,18.109,40491,61,14.964,14.216,15.712,12281,30,24.679,23.445,25.913,3165,,,,
A9017,Both,Urinary,10yrs,629599,1019,16.188,15.379,16.997,275072,700,25.453,24.18,26.726,337339,866,25.679,24.395,26.963,11479,22,19.05,18.098,20.003,3058,,,,,2650,,,,
A9020,Both,Urinary,10yrs,658806,1006,15.274,14.511,16.038,163699,262,16.012,15.211,16.812,472971,630,13.316,12.65,13.982,13549,26,19.426,18.455,20.397,6262,17,26.679,25.345,28.013,2325,,,,
A9034,Both,Urinary,10yrs,620709,1681,27.075,25.721,28.429,366425,944,25.762,24.474,27.05,229364,296,12.916,12.271,13.562,14709,26,18.011,17.11,18.911,7152,,,,,3059,,,,
A9038,Both,Urinary,10yrs,607227,1185,19.52,18.544,20.496,419643,1000,23.822,22.631,25.013,144412,362,25.064,23.811,26.318,29477,66,22.521,21.395,23.647,10801,27,24.631,23.399,25.862,2894,,,,
Statewide,Female,Urinary,10yrs,23144310,24606,10.632,10.1,11.163,14033249,7179,5.116,4.86,5.372,7675012,4303,5.607,5.327,5.887,885591,636,7.177,6.819,7.536,396201,513,12.941,12.294,13.588,154257,174,11.291,10.726,11.855
A9010,Female,Urinary,10yrs,331586,243,7.339,6.972,7.706,219491,298,13.579,12.9,14.257,92529,107,11.574,10.995,12.153,10433,,,,,7463,,,,,1671,,,,
A9013,Female,Urinary,10yrs,290418,110,3.772,3.583,3.961,205185,90,4.373,4.154,4.592,58462,71,12.156,11.548,12.764,17937,,,,,7087,,,,,1747,,,,
A9017,Female,Urinary,10yrs,324159,205,6.32,6.004,6.636,137444,121,8.825,8.384,9.266,178143,222,12.457,11.834,13.08,5445,,,,,1797,,,,,1331,,,,
A9020,Female,Urinary,10yrs,357225,296,8.288,7.874,8.703,85151,118,13.889,13.194,14.583,261232,283,10.852,10.309,11.395,6338,,,,,3193,,,,,1310,,,,
A9034,Female,Urinary,10yrs,321590,227,7.068,6.715,7.422,187481,95,5.092,4.837,5.346,121828,73,5.995,5.695,6.295,7004,,,,,3785,,,,,1492,,,,
A9038,Female,Urinary,10yrs,311939,265,8.491,8.067,8.916,212625,262,12.338,11.721,12.955,78027,41,5.306,5.041,5.571,13440,16,11.961,11.363,12.559,6371,,,,,1476,,,,
Statewide,Male,Urinary,10yrs,22132383,48622,21.969,20.87,23.067,13591875,35564,26.166,24.857,27.474,6949759,29406,42.312,40.196,44.427,1055567,2725,25.819,24.528,27.11,385415,1355,35.164,33.406,36.923,149767,660,44.057,41.854,46.259
A9010,Male,Urinary,10yrs,298401,687,23.011,21.861,24.162,196992,657,33.33,31.663,34.996,80459,173,21.56,20.482,22.638,12252,35,28.768,27.329,30.206,7409,24,31.791,30.201,33.38,1289,,,,
A9013,Male,Urinary,10yrs,288663,769,26.644,25.312,27.977,205005,718,35.017,33.266,36.768,54492,146,26.767,25.429,28.106,22554,56,24.878,23.634,26.122,5194,21,40.177,38.168,42.186,1418,,,,
A9017,Male,Urinary,10yrs,305440,836,27.385,26.016,28.755,137628,391,28.423,27.002,29.844,159196,502,31.527,29.951,33.104,6035,30,49.418,46.948,51.889,1262,,,,,1320,,,,
A9020,Male,Urinary,10yrs,301581,1177,39.042,37.09,40.994,78547,391,49.736,47.249,52.223,211739,689,32.552,30.925,34.18,7211,22,30.082,28.578,31.586,3069,,,,,1015,,,,
A9034,Male,Urinary,10yrs,299120,1304,43.598,41.418,45.778,178944,566,31.653,30.07,33.235,107536,370,34.418,32.697,36.139,7705,18,23.227,22.065,24.388,3367,,,,,1567,,,,
A9038,Male,Urinary,10yrs,295287,808,27.354,25.987,28.722,207017,531,25.67,24.386,26.953,66385,176,26.462,25.139,27.785,16037,41,25.796,24.506,27.086,4430,17,37.602,35.722,39.482,1418,,,,
Statewide,Both,Mela,10yrs,45276693,69992,15.459,14.686,16.232,27625124,38173,13.818,13.127,14.509,14624771,16413,11.223,10.662,11.784,1941158,4826,24.864,23.621,26.107,781616,1835,23.471,22.298,24.645,304024,273,8.977,8.529,9.426
A9010,Both,Mela,10yrs,629987,374,5.931,5.634,6.227,416483,582,13.963,13.265,14.662,172988,270,15.625,14.844,16.407,22685,63,27.958,26.56,29.356,14872,38,25.633,24.351,26.915,2959,,,,
A9013,Both,Mela,10yrs,579080,1332,23.009,21.858,24.159,410189,961,23.439,22.267,24.611,112954,226,20.009,19.009,21.01,40491,40,9.926,9.429,10.422,12281,,,,,3165,,,,
A9017,Both,Mela,10yrs,629599,381,6.048,5.746,6.351,275072,147,5.327,5.061,5.593,337339,175,5.2,4.94,5.46,11479,,,,,3058,,,,,2650,,,,
A9020,Both,Mela,10yrs,658806,1313,19.933,18.936,20.929,163699,172,10.484,9.96,11.008,472971,431,9.115,8.659,9.571,13549,,,,,6262,,,,,2325,,,,
A9034,Both,Mela,10yrs,620709,1100,17.729,16.842,18.615,366425,417,11.391,10.821,11.96,229364,501,21.85,20.758,22.943,14709,,,,,7152,,,,,3059,,,,
A9038,Both,Mela,10yrs,607227,1245,20.509,19.483,21.534,419643,1034,24.639,23.407,25.871,144412,419,29.023,27.572,30.474,29477,,,,,10801,25,23.433,22.262,24.605,2894,,,,
Statewide,Female,Mela,10yrs,23144310,47720,20.618,19.587,21.649,14033249,12594,8.974,8.526,9.423,7675012,15979,20.82,19.779,21.861,885591,1343,15.164,14.406,15.923,396201,519,13.099,12.444,13.754,154257,329,21.349,20.281,22.416
A9010,Female,Mela,10yrs,331586,686,20.703,19.668,21.738,219491,287,13.055,12.402,13.707,92529,100,10.782,10.243,11.321,10433,,,,,7463,,,,,1671,,,,
A9013,Female,Mela,10yrs,290418,609,20.954,19.906,22.002,205185,111,5.415,5.144,5.685,58462,36,6.232,5.92,6.543,17937,,,,,7087,,,,,1747,,,,
A9017,Female,Mela,10yrs,324159,305,9.403,8.933,9.873,137444,283,20.57,19.541,21.598,178143,366,20.554,19.526,21.582,5445,,,,,1797,,,,,1331,,,,
A9020,Female,Mela,10yrs,357225,413,11.567,10.989,12.146,85151,185,21.678,20.594,22.762,261232,67,2.574,2.445,2.703,6338,,,,,3193,,,,,1310,,,,
A9034,Female,Mela,10yrs,321590,644,20.018,19.017,21.019,187481,425,22.677,21.543,23.81,121828,169,13.839,13.147,14.531,7004,,,,,3785,,,,,1492,,,,
A9038,Female,Mela,10yrs,311939,691,22.141,21.034,23.248,212625,55,2.572,2.444,2.701,78027,52,6.653,6.32,6.986,13440,,,,,6371,,,,,1476,,,,
Statewide,Male,Mela,10yrs,22132383,44060,19.907,18.912,20.903,13591875,31964,23.517,22.341,24.693,6949759,25211,36.275,34.462,38.089,1055567,723,6.846,6.504,7.188,385415,388,10.065,9.562,10.568,149767,557,37.177,35.318,39.036
A9010,Male,Mela,10yrs,298401,810,27.142,25.785,28.499,196992,246,12.502,11.876,13.127,80459,328,40.707,38.671,42.742,12252,46,37.669,35.786,39.553,7409,30,40.005,38.005,42.005,1289,,,,
A9013,Male,Mela,10yrs,288663,187,6.473,6.149,6.797,205005,207,10.073,9.57,10.577,54492,83,15.314,14.548,16.079,22554,,,,,5194,,,,,1418,,,,
A9017,Male,Mela,10yrs,305440,752,24.636,23.404,25.867,137628,360,26.152,24.844,27.459,159196,282,17.697,16.812,18.582,6035,,,,,1262,,,,,1320,,,,
A9020,Male,Mela,10yrs,301581,176,5.822,5.531,6.113,78547,132,16.774,15.935,17.612,211739,693,32.718,31.082,34.354,7211,,,,,3069,,,,,1015,,,,
A9034,Male,Mela,10yrs,299120,328,10.978,10.429,11.527,178944,481,26.887,25.543,28.231,107536,411,38.218,36.307,40.129,7705,,,,,3367,,,,,1567,,,,
A9038,Male,Mela,10yrs,295287,297,10.042,9.54,10.545,207017,766,37.016,35.165,38.867,66385,107,16.056,15.253,16.859,16037,21,13.139,12.482,13.796,4430,,,,,1418,,,,
Statewide,Both,Pancreas,10yrs,45276693,46493,10.269,9.755,10.782,27625124,31965,11.571,10.992,12.15,14624771,23428,16.02,15.219,16.821,1941158,1942,10.006,9.506,10.506,781616,833,10.653,10.121,11.186,304024,392,12.883,12.239,13.527
A9010,Both,Pancreas,10yrs,629987,796,12.638,12.006,13.27,416483,689,16.538,15.711,17.365,172988,289,16.705,15.87,17.54,22685,38,16.695,15.86,17.53,14872,26,17.399,16.529,18.269,2959,,,,
A9013,Both,Pancreas,10yrs,579080,866,14.952,14.204,15.699,410189,720,17.555,16.677,18.433,112954,198,17.543,16.665,18.42,40491,48,11.851,11.258,12.443,12281,18,15.062,14.309,15.815,3165,,,,
A9017,Both,Pancreas,10yrs,629599,962,15.283,14.519,16.048,275072,283,10.288,9.773,10.802,337339,446,13.222,12.561,13.883,11479,,,,,3058,,,,,2650,,,,
A9020,Both,Pancreas,10yrs,658806,1153,17.496,16.621,18.371,163699,239,14.624,13.893,15.356,472971,658,13.903,13.208,14.598,13549,18,13.138,12.481,13.795,6262,,,,,2325,,,,
A9034,Both,Pancreas,10yrs,620709,761,12.253,11.641,12.866,366425,646,17.637,16.755,18.519,229364,239,10.407,9.887,10.927,14709,21,14.524,13.798,15.251,7152,,,,,3059,,,,
A9038,Both,Pancreas,10yrs,607227,707,11.639,11.057,12.221,419643,546,13.01,12.359,13.66,144412,171,11.848,11.256,12.44,29477,41,13.907,13.212,14.603,10801,,,,,2894,,,,
Statewide,Female,Pancreas,10yrs,23144310,23405,10.113,9.607,10.618,14033249,18542,13.213,12.552,13.873,7675012,10081,13.135,12.478,13.792,885591,1285,14.508,13.782,15.233,396201,404,10.198,9.688,10.708,154257,261,16.896,16.051,17.741
A9010,Female,Pancreas,10yrs,331586,489,14.738,14.001,15.475,219491,215,9.805,9.315,10.295,92529,103,11.105,10.549,11.66,10433,,,,,7463,,,,,1671,,,,
A9013,Female,Pancreas,10yrs,290418,499,17.191,16.332,18.051,205185,342,16.68,15.846,17.514,58462,90,15.434,14.663,16.206,17937,31,17.131,16.274,17.987,7087,,,,,1747,,,,
A9017,Female,Pancreas,10yrs,324159,339,10.469,9.945,10.992,137444,187,13.571,12.892,14.249,178143,307,17.226,16.365,18.087,5445,,,,,1797,,,,,1331,,,,
A9020,Female,Pancreas,10yrs,357225,459,12.837,12.195,13.479,85151,148,17.332,16.465,18.199,261232,429,16.429,15.608,17.251,6338,,,,,3193,,,,,1310,,,,
A9034,Female,Pancreas,10yrs,321590,457,14.203,13.492,14.913,187481,218,11.644,11.062,12.227,121828,149,12.268,11.655,12.882,7004,,,,,3785,,,,,1492,,,,
A9038,Female,Pancreas,10yrs,311939,426,13.658,12.975,14.34,212625,308,14.493,13.769,15.218,78027,85,10.92,10.374,11.466,13440,17,13.003,12.353,13.653,6371,,,,,1476,,,,
Statewide,Male,Pancreas,10yrs,22132383,43058,19.455,18.482,20.427,13591875,24274,17.859,16.966,18.752,6949759,12654,18.208,17.298,19.118,1055567,1719,16.284,15.47,17.099,385415,630,16.351,15.533,17.169,149767,225,15.024,14.272,15.775
A9010,Male,Pancreas,10yrs,298401,295,9.873,9.38,10.367,196992,403,20.463,19.44,21.486,80459,85,10.625,10.094,11.157,12252,,,,,7409,,,,,1289,,,,
A9013,Male,Pancreas,10yrs,288663,327,11.338,10.771,11.904,205005,245,11.956,11.358,12.554,54492,86,15.723,14.937,16.509,22554,44,19.432,18.461,20.404,5194,,,,,1418,,,,
A9017,Male,Pancreas,10yrs,305440,443,14.504,13.779,15.23,137628,244,17.762,16.874,18.65,159196,285,17.923,17.027,18.819,6035,,,,,1262,,,,,1320,,,,
A9020,Male,Pancreas,10yrs,301581,300,9.957,9.459,10.454,78547,98,12.46,11.837,13.083,211739,293,13.829,13.137,14.52,7211,,,,,3069,,,,,1015,,,,
A9034,Male,Pancreas,10yrs,299120,494,16.521,15.695,17.347,178944,312,17.425,16.553,18.296,107536,142,13.219,12.558,13.88,7705,,,,,3367,,,,,1567,,,,
A9038,Male,Pancreas,10yrs,295287,318,10.776,10.237,11.314,207017,301,14.518,13.792,15.244,66385,103,15.556,14.779,16.334,16037,22,13.608,12.927,14.288,4430,,,,,1418,,,,
Statewide,Both,Leuks,10yrs,45276693,60135,13.282,12.618,13.946,27625124,31690,11.472,10.898,12.045,14624771,26316,17.994,17.094,18.894,1941158,2279,11.738,11.151,12.325,781616,1407,18.001,17.101,18.901,304024,454,14.929,14.182,15.675
A9010,Both,Leuks,10yrs,629987,694,11.022,10.471,11.574,416483,747,17.936,17.039,18.833,172988,251,14.529,13.802,15.255,22685,34,14.92,14.174,15.666,14872,17,11.217,10.657,11.778,2959,,,,
A9013,Both,Leuks,10yrs,579080,581,10.025,9.524,10.526,410189,405,9.871,9.378,10.365,112954,130,11.483,10.909,12.058,40491,69,17.102,16.247,17.957,12281,20,16.223,15.411,17.034,3165,,,,
A9017,Both,Leuks,10yrs,629599,767,12.178,11.569,12.787,275072,274,9.944,9.447,10.442,337339,570,16.887,16.043,17.732,11479,,,,,3058,,,,,2650,,,,
A9020,Both,Leuks,10yrs,658806,948,14.396,13.676,15.115,163699,262,15.98,15.181,16.779,472971,644,13.608,12.927,14.288,13549,21,15.806,15.016,16.597,6262,,,,,2325,,,,
A9034,Both,Leuks,10yrs,620709,902,14.524,13.798,15.25,366425,398,10.85,10.308,11.393,229364,410,17.86,16.967,18.753,14709,,,,,7152,,,,,3059,,,,
A9038,Both,Leuks,10yrs,607227,720,11.853,11.261,12.446,419643,548,13.056,12.403,13.709,144412,198,13.7,13.015,14.385,29477,49,16.647,15.814,17.479,10801,19,17.857,16.964,18.75,2894,,,,
Statewide,Female,Leuks,10yrs,23144310,24129,10.425,9.904,10.947,14033249,13996,9.973,9.474,10.472,7675012,10249,13.354,12.686,14.022,885591,697,7.874,7.48,8.267,396201,555,14,13.3,14.7,154257,232,15.027,14.275,15.778
A9010,Female,Leuks,10yrs,331586,358,10.782,10.243,11.322,219491,160,7.31,6.944,7.675,92529,78,8.377,7.958,8.795,10433,,,,,7463,,,,,1671,,,,
